Id,IC_01,IC_07,IC_05,IC_16,IC_26,IC_06,IC_10,IC_09,IC_18,IC_04,IC_12,IC_24,IC_15,IC_13,IC_17,IC_02,IC_08,IC_03,IC_21,IC_28,IC_11,IC_20,IC_30,IC_22,IC_29,IC_14
10011,0.0043624,0.01024,0.010167,0.0044924,-0.0016225000000000002,0.017381,0.01468,0.007452500000000001,0.0087859,0.029094,-0.0075972999999999995,0.0086402,0.015265,0.021748,0.036444,0.011829000000000001,0.014015000000000001,0.022257,0.008814200000000001,-0.003944400000000001,0.027572000000000003,0.008286700000000001,0.00021,-0.01335,0.033612,0.019472
10012,-0.007520999999999999,-0.0039179,0.0084339,-0.001145,0.0020167,0.015065,0.019615999999999998,0.00414,-0.0037439,0.027038,0.00015891,0.0027979,0.0085512,0.024324000000000002,0.050627,0.0083333,0.010726000000000001,0.026313999999999997,0.007631699999999999,-0.010203,0.022945,0.007642100000000001,0.0033679,-0.024025,0.024723,0.024084
10013,0.0086312,0.00892,0.010877,-0.00043785,0.0018915,0.015399000000000001,0.015776,-0.0024690999999999997,0.0071017,0.032885000000000005,0.0013237,0.007095100000000001,0.0087001,0.024897,0.052472000000000005,0.005118,0.011715999999999999,0.022978,0.0078543,-0.012279,0.019844,0.0017569000000000003,0.0032076,-0.014696,0.02988,0.016797
10014,0.0063942,0.018063,0.01251,0.0023160999999999998,-0.004201699999999999,0.01195,0.014537999999999999,-0.004938399999999999,0.008206999999999999,0.022844,-0.005703199999999999,0.004860499999999999,0.0084569,0.015767,0.043407,0.0055927,0.0085571,0.020371,0.011142,-0.007558199999999999,0.018065,0.0076545,0.0016936,-0.0098631,0.028745,0.012462
10015,0.0056221000000000005,0.0083182,0.010584999999999999,0.0033336,0.0023988000000000004,0.0112,0.010986,0.0061153,0.0022929,0.029838,-0.0039154,0.008039699999999999,0.0096104,0.010897,0.047788,0.0074247,0.012747,0.021343,0.0045136,-0.011923,0.025161000000000003,0.008276700000000001,0.002384,-0.017118,0.018147,0.014361
10016,0.005827399999999999,0.0064968000000000005,0.012668,-0.0019440999999999998,0.0025448,0.011798000000000001,0.016255000000000002,0.0055332,-0.006000999999999999,0.031294,-0.003991300000000001,0.005159899999999999,0.018112,0.015313,0.047625,0.011274,0.012412999999999999,0.022959,0.0089236,-0.0026425,0.030022000000000004,0.0078862,0.0073192,-0.024669999999999997,0.028048000000000003,0.022959999999999998
10017,0.0063159999999999996,0.0017189,0.010152,0.0024919,-0.0016434999999999998,0.01319,0.017908,0.00060495,0.010978,0.02876,-0.0051516999999999995,0.0021873,0.0085837,0.02101,0.039579,0.008403299999999999,0.0067642,0.018758,0.0028944,-0.0045514,0.023363,0.00092245,0.0071262,-0.011537,0.019824,0.018894
10018,0.0011700999999999999,0.011399,0.0062485,0.0053676999999999996,0.0009131,0.010216,0.010881,0.0036943000000000006,0.0073342,0.029497000000000002,-0.004510800000000001,0.0051438000000000005,0.011972,0.014569,0.046616000000000005,0.0077456,0.013463999999999999,0.016072,0.012545,-0.0080673,0.020987000000000002,0.004879100000000001,0.004444399999999999,-0.007133499999999999,0.027242000000000002,0.014199000000000002
10019,0.00023726,0.012026,0.014051,-0.0016420999999999999,0.00030358,0.015834,0.00875,-0.00062973,0.009139200000000002,0.034597,-0.0036558999999999997,0.0065185,0.011352,0.017993000000000002,0.042588,0.009298,0.0087176,0.018328,0.017847,-0.0085862,0.018499,0.0019026,0.00674,-0.0054479,0.027667,0.0085491
10020,0.00031074,0.0035308,0.011058,0.0049623,-0.0021998,0.0095301,0.021622,0.0064009,0.0031491,0.033292,-0.007970399999999999,0.012164,0.0087666,0.012902,0.049456,0.013996000000000001,0.017417,0.022979,-0.00050902,-0.008016800000000001,0.036084,0.011445,0.0090093,-0.028857,0.027141000000000002,0.020524
10021,0.0031885000000000004,0.0060575,0.013681,0.0023605,-0.00030010000000000003,0.016269,0.013354,0.0042464,0.002372,0.027701,0.00012446,0.0052366999999999995,0.008431000000000001,0.018424,0.039948000000000004,0.0075958,0.009885600000000001,0.020832,0.0059326,-0.011209,0.020984,0.008385700000000001,-0.0007727000000000001,-0.022736000000000003,0.027648000000000002,0.01542
10022,0.0033538000000000005,0.015795,0.009859399999999999,0.004827399999999999,0.0037042999999999998,0.011325,0.012869,0.0057964,0.0017471,0.025454,0.014156,0.013572999999999998,0.007982,0.022543,0.043243000000000004,0.0078466,0.018657,0.021985,0.0088348,-0.0056694,0.023419,0.0079352,0.008776,-0.018900999999999998,0.024522,0.017681
10023,0.00636,0.0087495,0.011447,0.00024119999999999998,-0.0022189,0.010719,0.011623999999999999,0.0051084,0.013683,0.03405,-0.0017065000000000001,0.0082895,0.013111000000000001,0.016239,0.042927999999999994,0.0047198,0.0092344,0.019128,0.00987,-0.0060882,0.01975,0.0064023,0.0033707999999999998,-0.007402600000000001,0.02181,0.011312000000000001
10024,0.0053712,0.008825399999999999,0.012368,-0.0013106,0.001179,0.020808,0.010033,0.0064827,0.0011729000000000002,0.041275,-0.00099314,0.0064938999999999995,0.013156999999999999,0.020561000000000003,0.047807,0.0058831000000000005,0.011544,0.021792,0.020115,-0.007052500000000001,0.024455,0.007865500000000001,0.0026003,-0.010586,0.032011000000000005,0.015609999999999999
10025,0.0052161,0.0024396,0.0082479,0.0025072,-0.001299,0.013203999999999999,0.022979,0.011265,0.009722,0.037538999999999996,-0.013500999999999999,0.0045869,0.011509,0.019756,0.053072,0.007587300000000001,0.0056425,0.021027,0.000198,-0.012289,0.032331,0.0056057,0.0049543,-0.024609,0.03166,0.021196
10026,0.005220600000000001,0.00082788,0.009518,0.00073648,-0.0001655,0.014096000000000001,0.010971,0.0033531,0.0097181,0.0302,-0.006717100000000001,0.0058772,0.009858,0.01775,0.044398,0.0058736000000000005,0.0075568,0.019468,0.0095885,-0.011279,0.023684999999999998,-0.00066137,0.0047002,-0.012937,0.023775,0.015066999999999999
10027,-4.6399999999999996e-05,0.0086897,0.01275,0.0052222,-0.0037847,0.013888999999999999,0.011455,0.0014835,0.0045097,0.023836000000000003,-0.0050838,0.0026555999999999997,0.01102,0.021056000000000002,0.028310000000000002,0.017204,0.013105,0.024326,0.004806899999999999,-0.00081735,0.025988,0.009387799999999998,0.007649800000000001,-0.0036672,0.025233000000000002,0.015427000000000001
10028,0.0015335000000000001,0.008069,0.0034768999999999998,0.0017432000000000003,-0.0011373,0.015704,0.009501299999999999,0.0038046,0.012417000000000001,0.025862,-0.0058065,0.0015422,0.006481799999999999,0.01589,0.047478,0.0033395000000000005,0.0085133,0.019762000000000002,0.010747,-0.007261399999999999,0.016395,0.0014786,-0.00084363,-0.011165000000000001,0.025262,0.014629
10029,0.0093788,0.011009999999999999,0.014322,-0.004310100000000001,-0.0032944000000000003,0.01171,0.007587100000000001,-0.0029481999999999998,0.008479200000000001,0.021032,-0.0017579999999999998,1.1400000000000001e-05,0.0079437,0.017535,0.038008999999999994,0.0060456,0.0060293,0.023308000000000002,0.0088066,-0.0051538999999999995,0.019058000000000002,0.0042262,-0.00034905,-0.0090914,0.021613999999999998,0.014426
10030,0.00041453,0.0091677,0.011555,0.0020269000000000003,-0.00083802,0.01371,0.012695,0.003729,0.0021503,0.029401,-0.0006331,0.005867600000000001,0.0099816,0.019087,0.046424,0.0039409,0.0062977,0.023559,0.016799,-0.009153399999999999,0.022106999999999998,0.006558800000000001,0.0033256999999999996,-0.016442,0.026432,0.017875
10031,0.006694100000000001,0.010333,0.011159,0.0035173,-7.759999999999999e-05,0.013452,0.02052,0.0028930999999999996,-0.005448,0.034371,-0.0042795,0.015314,0.006674299999999999,0.021727,0.041559,0.0071895,0.014284999999999999,0.026455000000000003,0.0052863,-0.012399,0.029011000000000002,0.0037466,0.0057887,-0.025847000000000002,0.03764,0.021949
10032,0.0040451,0.012676,0.010762,-0.00086735,0.00042026,0.0076153,0.015981,0.0017664999999999998,0.0050118,0.023928,-0.0025647,0.0079358,0.011927,0.017833,0.036777,0.013558,0.014112999999999999,0.023275999999999998,0.0034509999999999996,-0.008847,0.027538999999999998,0.007187000000000001,0.0042728,-0.010028,0.023247999999999998,0.018206
10033,0.012301000000000001,0.0080525,0.005437,0.00040889999999999996,-0.003514,0.010638,0.017740000000000002,0.0010968,0.0068369,0.029957,-0.006853799999999999,0.0074616,0.006233600000000001,0.017891,0.051463,0.0069798,0.0093367,0.023577,0.0053387,-0.010920000000000001,0.026625,0.008072,0.0037533,-0.011983,0.029938,0.019806999999999998
10034,0.010502,0.017271,0.007389100000000001,0.00084025,0.0018468,0.014336000000000002,0.0099835,0.0028265,0.0049838,0.031495999999999996,0.0056167000000000005,0.0078016000000000005,0.008231299999999999,0.018251,0.041642,0.0028783000000000003,0.014928,0.022932,0.016541,-0.005250899999999999,0.022805000000000002,0.005562600000000001,0.0038832999999999997,-0.010522,0.02655,0.012471
10035,0.016388,0.012272,0.006984000000000001,-0.00041074,-0.0011792,0.0019395,0.015285,-0.0024278000000000004,0.0086129,0.032206,0.00077188,0.0015564,0.0075845,0.020356,0.05171,0.00335,0.014254,0.023666999999999997,0.011303,-0.0080039,0.021303,0.0075575,0.0042834,-0.017313,0.030011000000000003,0.020894
10036,0.0091931,0.013609999999999999,0.013958000000000002,-0.0058346000000000005,-0.0059253,0.010787999999999999,0.013682,0.0012031,0.0050571,0.032713,-8.840000000000001e-05,0.0060614,0.016640000000000002,0.018074,0.047863,0.015874,0.016359000000000002,0.024459,0.011470000000000001,-0.0061214,0.025838,0.010235,0.0036731000000000003,-0.018576,0.031157999999999998,0.019707
10037,-0.0042198999999999995,0.01316,0.0093932,0.00090406,0.0014226,0.0081218,0.016283000000000002,0.00044132,0.0034853,0.020761,0.0042891000000000006,0.01064,0.0057646,0.012562,0.041193,0.0056411000000000005,0.010631,0.017235,0.0035207999999999997,-0.007675,0.016482,0.0072708,0.0052183,-0.017103,0.024546000000000002,0.014644999999999998
10038,0.011809,0.012327,0.011669,0.007942699999999999,0.0018012999999999998,0.021095,0.014791,0.0038746,0.0129,0.033059,-0.004209399999999999,0.0074611,0.0082305,0.013548,0.043057,0.0049763,0.0081897,0.019688999999999998,0.0093465,-0.0064158999999999996,0.019449,0.008058599999999999,0.0030987,-0.013262999999999999,0.026909,0.012048999999999999
10039,0.01487,0.013866999999999999,0.0095333,0.0010289000000000001,-0.0020382,0.010414,0.0094948,0.0037021000000000003,0.0028226999999999996,0.033168,-4.7499999999999996e-05,0.0058987,0.005718899999999999,0.019514,0.043043,0.0040955,0.012626,0.02479,0.0077539,-0.0096626,0.02089,0.008364299999999998,0.0023166,-0.014752000000000001,0.021905,0.014556
10040,0.013075999999999999,0.009528299999999998,0.015875,-0.0013909,-0.002204,0.016201,0.011301,-0.0015448,0.0077344,0.033499,-0.0047247,0.0053233,0.015296,0.020005000000000002,0.048949,0.0089439,0.0066625,0.020303,0.020134,-0.011959000000000001,0.020191999999999998,0.002023,-0.0016861,-0.010606,0.029586,0.015969999999999998
10041,0.0077916,0.010212,0.011872,-8.759999999999999e-05,-0.0024739999999999996,0.015679,0.0089272,-0.003954999999999999,0.0037483000000000004,0.033042,-0.0020055,0.0047938,0.020980000000000002,0.021144,0.028812,0.012652,0.010159,0.024002000000000002,0.014787,-0.0069722,0.030770999999999996,0.005939,0.00024333,-0.0056645,0.027868,0.019667
10042,0.0047114,0.014486,0.017711,0.0033169000000000002,-0.0016305,0.013538999999999999,0.012015000000000001,-0.0004693000000000001,0.006065699999999999,0.030608,-0.0052797,0.011816,0.015267,0.016238,0.038407,0.005019,0.0072794,0.020392,0.014036000000000002,-0.0069819,0.026699,0.0064542,0.0050425,-0.0068555000000000005,0.032414,0.018359999999999998
10043,0.011798000000000001,0.0063078000000000006,0.003036,-0.0026431,6.2e-05,0.0070214,0.012685,0.004444399999999999,0.010123,0.028163,0.0068255,0.0013756999999999999,0.0048213,0.02469,0.046568,0.0033967,0.011401999999999999,0.01931,0.0031501999999999997,-0.0050452,0.018884,0.0058302,0.0075625,-0.017955000000000002,0.024597,0.016113
10044,0.0037467,0.012354,0.019075,0.005545399999999999,0.00061049,0.014962,0.018568,-0.0021292,-0.0057626000000000005,0.042206,0.0010946,0.0052083,0.012129000000000001,0.028617,0.044627999999999994,0.004659,0.0053372,0.02864,0.010731000000000001,-0.0082615,0.021998,0.0086356,0.0021199,-0.028707,0.038849,0.022879
10045,0.0051256999999999995,0.012061,0.010408,0.0006014999999999999,4.4e-05,0.015340000000000001,0.014213,0.00077043,0.0079779,0.027531,-0.0030991,0.0078591,0.009909200000000002,0.016638999999999998,0.037417,0.0084527,0.0090366,0.022084,0.00038783,-0.0063408,0.021854,0.008862899999999998,0.00279,-0.012699,0.022715,0.016138999999999997
10046,0.00078317,0.0121,0.0090259,0.0023839000000000004,-0.0050599,0.013375,0.010176000000000001,-0.0028578,0.0054606,0.024097,-0.0035776,0.0069529,0.01196,0.021274,0.033156,0.0068792,0.012736,0.01889,0.0076991,-0.0085948,0.019691,0.0019276,0.0048034,-0.0055721,0.02368,0.016144
10047,0.0072083,0.0050628,0.0058684,-0.0024339,0.0025856,0.00125,0.013106,0.0042929,0.0036513000000000006,0.026387,-0.00080705,6.790000000000001e-05,0.0026448,0.023669,0.047843000000000004,0.0067935,0.015388999999999998,0.019117,0.00070472,-0.0098584,0.022903,0.0018797,0.0031982,-0.023458,0.019968,0.019116
10048,0.009940799999999998,0.007856,0.0088182,0.001034,-0.00019101,0.014573,0.015156000000000001,0.00018036,0.005414,0.023606,-0.0070978000000000005,0.0019757,0.013335,0.022212,0.043565,0.006060899999999999,0.011531,0.024932,0.010605,-0.012327,0.025315,0.0026011999999999997,0.0034630000000000004,-0.017929,0.03055,0.015144999999999999
10049,0.004164500000000001,0.0077185000000000005,0.01197,0.0024631999999999996,0.0012787,0.012802000000000001,0.022636,0.0095929,0.0015279999999999998,0.04166,-9.48e-05,0.011529000000000001,0.0077542,0.020597,0.041575,0.0058863,0.010671,0.027576999999999997,0.006857800000000001,-0.010425,0.027297000000000002,0.009781299999999998,0.0027472,-0.022178,0.026945,0.021762
10050,0.013941,0.0073378,0.01023,-0.00075837,-0.0039501,0.010611,0.0079458,0.0033854999999999996,-0.000471,0.03518,-0.005901699999999999,0.0087303,0.009063,0.014077000000000001,0.050772000000000005,0.0078523,0.011967,0.015246000000000001,0.0085501,-0.012057,0.02308,0.0066615,0.0027133,-0.021646000000000002,0.024276,0.015206
10051,0.0011438,0.012527,0.0072952,0.0025447,-0.00011251,0.015521,0.0057734,0.00096355,0.0094238,0.027634,0.0013671,0.0047743,0.014438999999999999,0.02135,0.030425,0.011021,0.0092057,0.017190999999999998,0.013244999999999998,-0.0021093,0.020367,0.00018754,0.0048912,-0.0039106,0.01905,0.014353
10052,0.0013267,0.0080604,0.012686,-0.00091381,-0.0014932,0.0089611,0.016051,-0.0044449,0.009149,0.019613,-0.0029804000000000002,0.0088653,0.012302,0.020169,0.036676,0.010288,0.011184999999999999,0.021038,-0.0028835,-0.005453,0.031737,0.006356100000000001,0.009942399999999999,-0.009044499999999999,0.021301,0.019451
10053,0.013607,0.0015178,0.012183,-0.0027394000000000003,-0.0071316,0.018096,0.016396,0.0025093000000000003,0.0070351,0.037232,-0.0030081,0.0054897,0.011786,0.023734,0.050653,0.00095559,0.0076321,0.02012,0.010537999999999999,-0.0052552,0.025648,0.0044965000000000005,0.004692,-0.014485,0.0282,0.018815000000000002
10054,0.005647999999999999,0.0020753,0.007856,0.0049775,-0.0036735999999999995,0.0212,0.011623999999999999,0.0049114,0.015931999999999998,0.037679000000000004,-0.0072628,0.00044884,0.0014847999999999999,0.024489,0.046133999999999994,0.005558,0.0018045000000000001,0.019835,0.008403200000000001,-0.0032409999999999995,0.01696,-0.0011602000000000001,0.00018297,-0.013253999999999998,0.022900999999999998,0.015034
10055,0.01348,0.010294,0.011239,-0.0048525,-0.0068759,0.021112,0.013256,0.0030936,-0.0033071999999999997,0.033770999999999995,-0.0030683000000000004,0.0085275,0.012815,0.020028999999999998,0.049404,0.0036601999999999997,0.010667,0.023066999999999997,0.020501,-0.0083499,0.02431,0.0019275,0.0071313999999999995,-0.011011,0.033507,0.018169
10056,0.0043881,0.010054,0.011642,-0.004757,0.0006257999999999999,0.012537000000000001,0.0062327,-0.00069927,0.0085414,0.034762,-0.0039887,0.001214,0.014669,0.018269999999999998,0.044532,0.011776,0.013203999999999999,0.016992,0.014413999999999998,-0.006822800000000001,0.023181,0.0037147,0.009246899999999999,-0.0091619,0.024593,0.01195
10057,-0.0034689,0.0078057000000000005,0.011309999999999999,0.004021,-0.0012889000000000002,0.014041999999999999,0.01633,0.001596,0.0050711,0.033429,0.0065221,0.011049,0.009246899999999999,0.017546,0.039233,0.0042103,0.012808000000000002,0.021389,0.0011538,-0.010598,0.025832,0.0073113,0.0049212,-0.016467,0.028235000000000003,0.020146
10058,0.0077119,0.011787,0.010962999999999999,0.0025408,0.0014435000000000001,0.01295,0.015852,-0.00031025,0.0022578000000000003,0.026075,-0.0064713999999999995,0.009095299999999999,0.014251,0.016802,0.033807,0.009074700000000002,0.013096,0.021969,0.013141,-0.011169,0.025284,0.0048136,0.0045509999999999995,-0.010569,0.029813,0.016108
10059,0.010639000000000001,0.0052973,0.008311,-0.00038802,-0.00020222,0.0088172,0.012416,0.004233,0.008454999999999999,0.032129000000000005,-0.0060482,0.012059,0.013969,0.019053999999999998,0.05151,0.0098636,0.008238299999999999,0.022752,0.0084194,-0.008407600000000001,0.028730000000000002,0.010228000000000001,0.004667899999999999,-0.011673000000000001,0.024447,0.01873
10060,0.008741200000000001,0.0093124,0.01495,0.0049486999999999995,-0.00012054,0.009199299999999999,0.01457,0.0026714000000000004,0.0058032,0.029393,-0.0013772,0.0076868,0.013880000000000002,0.018772999999999998,0.041063999999999996,0.0063936999999999996,0.0134,0.023884,0.006538800000000001,-0.014452000000000001,0.026867000000000002,0.006484899999999999,0.0025215999999999997,-0.016313,0.032554,0.018022999999999997
10061,0.0080856,0.0051214,0.015267,0.0058906,0.00023359,0.016756999999999998,0.017876,-0.00081239,0.0046273,0.030748,-0.014078,0.0090401,0.010694,0.015057,0.047656,0.0025629999999999997,0.0084336,0.019604,0.014752000000000001,-0.014906,0.027679000000000002,-0.0010107,-0.00040448,-0.012787,0.034218,0.013663
10062,0.0051593,0.01096,0.010456,0.0041472,-0.00035042,0.012922999999999999,0.012598999999999999,0.00047361,0.010896,0.03572,-0.0023136999999999997,0.005893600000000001,0.0066768,0.016994,0.045447,0.0037135999999999996,0.0087073,0.020887,0.016005000000000002,-0.012597,0.016191999999999998,0.0012152,0.005737,-0.0087943,0.026191000000000002,0.014444
10063,0.0086169,0.003626,0.0066118999999999995,0.0015918,0.0022115999999999998,0.0074888,0.010322,0.008276100000000002,0.00045715,0.036347000000000004,-0.0084566,0.0028002,0.007453199999999999,0.019709,0.057163,0.0097836,0.011228,0.019134,0.011918999999999999,-0.0088916,0.023363,-0.00075235,0.0024124000000000003,-0.015078,0.026633999999999998,0.012028
10064,0.0089152,0.0091814,0.0045313,0.00051034,0.00037599,0.006618300000000001,0.012227,0.0014098,0.008439200000000001,0.025366,-0.005407899999999999,0.005437300000000001,0.0091797,0.01792,0.037123,0.007438899999999999,0.0096208,0.013497,0.0080173,-0.0098234,0.023602,0.0012633,0.0023766,-0.011729999999999999,0.023108,0.015608000000000002
10065,0.0072368,0.009009200000000002,0.015717,0.0022695,0.0016632,0.017131,0.0083419,-0.00011617,0.005862300000000001,0.028685000000000002,-0.00064655,0.0037181999999999996,0.011618999999999999,0.016528,0.047417,0.0060106000000000005,0.013731,0.020516999999999997,0.0085307,-0.0077054,0.020784999999999998,0.0051503,0.00064571,-0.013666,0.024832,0.0099215
10066,0.0073453,0.012411,0.0094197,0.0058402,0.0026844,0.014005000000000002,0.015494999999999998,-0.0018728999999999998,0.010872,0.032330000000000005,-0.0072032,0.0085074,0.0071719999999999996,0.019476,0.041053,0.0032064999999999997,0.008992299999999998,0.017225,0.0060483,-0.0084099,0.021095,0.0039445,0.005711399999999999,-0.014334,0.031088,0.013816
10067,0.0073722,0.0070831,0.0055975,0.0004271,-0.0023117,0.012776000000000001,0.0082542,0.0017842,0.0087263,0.029341000000000002,0.0015743,0.0055356,0.0048976,0.017190999999999998,0.037299,0.009442,0.01415,0.019221000000000002,0.010286,-0.007915100000000001,0.020342,0.00047511,0.006187300000000001,-0.012161,0.0188,0.012984
10068,-0.0024732,0.0074264,0.007750399999999999,0.0022015999999999997,0.00087198,0.008935700000000001,0.013477000000000001,-0.0036226,0.0039168,0.025804,0.00057913,0.0082294,0.010717,0.013856,0.042365,0.0066977,0.0057174,0.017218999999999998,0.011675,-0.0081739,0.016862000000000002,-0.00030741,0.0012448000000000001,-0.011951,0.025373,0.018581
10069,0.0049226999999999995,0.012654,0.014100999999999999,-0.004978,-0.0018309,0.012681999999999999,0.010222,-0.0017067,-0.0013109000000000003,0.028921,-0.0019062999999999999,0.0021359,0.014190000000000001,0.022621000000000002,0.042908,0.0084196,0.010287000000000001,0.019168,0.01763,-0.0063554,0.023937,0.0067538,0.0052137,-0.0078563,0.024915,0.017335
10070,0.002032,0.0027876,0.0045531999999999994,0.0036162,-0.0017178,0.010626,0.012969999999999999,0.0056805,0.0059591,0.027485000000000002,-0.0085871,0.0057177,0.014488,0.018205000000000002,0.03703,0.013330000000000002,0.0096854,0.024669,0.006321899999999999,-0.012503,0.028244,0.006790699999999999,0.005795600000000001,-0.012896000000000001,0.0236,0.021036000000000003
10071,0.005345600000000001,0.0070682,0.0049283,0.0063328,-0.0017393,0.011817,0.010794,0.0053541000000000005,0.00344,0.032536,-0.0018694000000000002,0.007277800000000001,0.004763300000000001,0.021422999999999998,0.047932999999999996,0.0069675,0.010637,0.021168,0.0084287,-0.012589,0.020852000000000002,0.0018319000000000002,0.002968,-0.013954,0.021943,0.021577000000000002
10072,0.008826700000000002,0.0056292,0.020766999999999997,-0.00058172,0.0011002,0.022908,0.016474000000000003,0.0097461,0.0012087,0.033444,-0.0020196999999999997,0.015724000000000002,0.015116,0.018992,0.04803,0.0032848,0.0076997,0.022586000000000002,0.0076839,-0.008591799999999998,0.030236000000000002,0.0090724,0.0059093,-0.020611,0.028935000000000002,0.014554
10073,0.0045168,-0.0013310000000000002,0.007360500000000001,0.00018755,0.00053202,0.015503,0.012572,0.0050072,0.0050294,0.029066,-0.0065415000000000004,0.0036251999999999994,0.007982600000000001,0.017118,0.042769999999999996,0.005776300000000001,0.0050652,0.020159,0.004384600000000001,-0.0044868,0.022547,0.00058268,0.0018307000000000002,-0.017872,0.021636000000000002,0.020419999999999997
10074,0.013193,0.008826,0.0070785,0.0030089,0.0032102,0.0097541,0.012311,0.0022239,0.004717,0.023386,0.003921,0.0026765,0.0027502,0.018216,0.056125,0.002611,0.014941999999999999,0.021287,0.011434,-0.009331200000000001,0.016714,-0.0023266,0.0023189,-0.023115,0.026438,0.013262999999999999
10075,0.00067709,0.009286200000000001,0.013481,-0.0010542,-0.0038705,0.013104,0.011365,0.0025287,0.010463,0.031325,0.0018664999999999999,0.0066244,0.012853,0.01683,0.047188,0.004967,0.009061,0.022399000000000002,0.010279,-0.0049935000000000005,0.0204,0.0046883,-0.00045349,-0.012077,0.022805000000000002,0.018063
10076,0.0050887,0.0054542,0.011956,0.005192100000000001,-0.0050956000000000005,0.021948,0.01371,0.002822,9.63e-05,0.04036,-0.0040829,0.0034385999999999996,0.015903,0.013397,0.04895,0.014797,0.011778,0.026538,0.021398,-0.0085319,0.031155000000000002,0.0051081,0.0032028,-0.009610299999999999,0.033493,0.010448
10077,0.0031976,0.014659,0.013940000000000001,-0.0005065,-0.0028075,0.017321,0.008823899999999999,0.0060968,0.017345,0.038610000000000005,4.89e-06,0.0022839,0.0085931,0.019204,0.050243,0.0037125,0.008340899999999998,0.022105,0.019223,-0.003990400000000001,0.0092144,0.0058177,0.00027495,-0.0093787,0.026198000000000003,0.014135
